"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB"
"2726","FDY43",14.85,"Low Fat",0.098383632,"Fruits and Vegetables",168.9474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2727","FDF35",15,"Low Fat",0.154616614,"Starchy Foods",106.8938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2728","NCP29",16.7725912760459,"Low Fat",0.196572047,"Health and Hygiene",63.7168,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2729","FDN28",8.28658431695298,"Regular",0.030101427,"Frozen Foods",101.799,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2730","FDJ50",8.645,"Low Fat",0.021673936,"Canned",51.9982,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2731","FDQ14",18.6756995164662,"Low Fat",0.061488083,"Dairy",150.805,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2732","FDC37",15.5,"Low Fat",0.032867137,"Baking Goods",108.0938,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2733","FDN08",7.72,"Regular",0.088364662,"Fruits and Vegetables",118.7466,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2734","FDD04",16,"LF",0,"Dairy",141.9154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2735","FDW34",9.6,"Low Fat",0.035724069,"Snack Foods",243.617,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2736","FDP04",15.35,"Low Fat",0.013890902,"Frozen Foods",65.2168,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2737","NCG07",12.3,"Low Fat",0.052799022,"Household",187.753,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2738","NCN14",19.1,"Low Fat",0.09229222,"Others",184.2608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2739","FDJ16",9.195,"Low Fat",0.115118638,"Frozen Foods",58.1246,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2740","NCM42",6.13,"Low Fat",0.028378929,"Household",108.8912,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2741","NCF19",13,"Low Fat",0.035108732,"Household",49.6034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2742","FDY21",15.1,"Low Fat",0.174187994,"Snack Foods",196.911,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2743","FDY19",19.75,"Low Fat",0.041357113,"Fruits and Vegetables",116.1466,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2744","FDV09",12.1,"Low Fat",0.020610288,"Snack Foods",149.8734,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2745","FDA28",16.1,"Regular",0,"Frozen Foods",126.1362,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2746","FDC38",15.7,"Low Fat",0.122992956,"Canned",133.3942,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2747","FDL28",10,"Regular",0.063302674,"Frozen Foods",230.3668,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"2748","NCH43",8.42,"Low Fat",0.070678631,"Household",217.0192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2749","NCN53",5.175,"Low Fat",0.030417024,"Health and Hygiene",34.0874,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"2750","NCW05",20.25,"Low Fat",0.148910161,"Health and Hygiene",108.2938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"2751","NCO30",19.5,"Low Fat",0.01578895,"Household",185.7608,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2752","FDT04",10.8683486237182,"Low Fat",0.187416266,"Frozen Foods",37.5822,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2753","FDB27",7.575,"Low Fat",0.055615757,"Dairy",196.4768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2754","NCK07",10.65,"Low Fat",0.048646173,"Others",166.1526,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2755","NCA53",11.395,"Low Fat",0,"Health and Hygiene",48.5034,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2756","FDB33",17.75,"Low Fat",0.014639563,"Fruits and Vegetables",160.1262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2757","FDU37",9.5,"Regular",0.105099347,"Canned",79.296,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"2758","FDR13",9.895,"Regular",0.028715402,"Canned",115.1492,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2759","FDE45",12.1,"Low Fat",0.04042006,"Fruits and Vegetables",178.0002,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2760","FDV37",13,"Regular",0.083986263,"Canned",195.9426,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2761","FDX44",15.1411046492491,"Low Fat",0.075228873,"Fruits and Vegetables",90.0172,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2762","NCL06",14.65,"Low Fat",0.072474272,"Household",261.4594,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"2763","FDJ28",12.3,"Low Fat",0.021905319,"Frozen Foods",190.4162,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2764","FDX55",15.1,"Low Fat",0.05529173,"Fruits and Vegetables",218.7166,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2765","NCK17",11,"Low Fat",0.038049213,"Health and Hygiene",40.548,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2766","FDH52",9.42,"Regular",0.0438948,"Frozen Foods",62.2194,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2767","FDN13",9.59344549235247,"Low Fat",0.151321932,"Breakfast",100.7358,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2768","FDK44",16.6,"Low Fat",0.122725386,"Fruits and Vegetables",171.7738,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2769","FDU16",19.25,"Regular",0.058275104,"Frozen Foods",82.1908,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2770","FDZ07",15.1,"Regular",0.094422403,"Fruits and Vegetables",59.9194,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2771","NCN06",14.7159092271053,"Low Fat",0.119913753,"Household",164.5868,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2772","FDH02",7.27,"Regular",0.034783374,"Canned",90.5488,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"2773","NCW18",15.1,"Low Fat",0,"Household",235.5248,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2774","FDH57",10.895,"Low Fat",0.035717774,"Fruits and Vegetables",129.9284,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2775","FDV35",19.5,"Low Fat",0.128466007,"Breads",155.2314,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2776","NCU29",7.685,"Low Fat",0.025456246,"Health and Hygiene",144.876,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2777","NCP02",7.105,"low fat",0.044808762,"Household",58.7562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2778","FDN44",13.15,"Low Fat",0.022776641,"Fruits and Vegetables",160.892,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2779","FDX03",15.85,"Regular",0.061344855,"Meat",44.2744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2780","FDR11",10.5,"Regular",0.238579765,"Breads",158.5578,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"2781","FDA36",5.985,"Low Fat",0.005666384,"Baking Goods",184.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2782","FDP58",7.7706587734938,"Low Fat",0.134487886,"Snack Foods",217.3482,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2783","FDH31",12,"Regular",0.02045255,"Meat",97.5042,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2784","FDH34",8.63,"LF",0.031089367,"Snack Foods",187.1582,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2785","FDS13",6.465,"Low Fat",0.124482575,"Canned",263.5884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2786","FDT01",13.65,"Regular",0,"Canned",212.7902,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2787","FDY09",15.6,"Low Fat",0.025239329,"Snack Foods",176.2054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2788","FDV33",19.5503876331113,"Regular",0.027211198,"Snack Foods",257.5304,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2789","NCW29",14,"Low Fat",0.048310673,"Health and Hygiene",128.431,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"2790","NCN17",11,"Low Fat",0,"Health and Hygiene",100.6358,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2791","FDX01",10.1,"Low Fat",0.024164336,"Canned",117.715,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2792","FDL03",19.25,"Regular",0,"Meat",196.211,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2793","DRL59",16.75,"Low Fat",0.021257124,"Hard Drinks",54.5298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2794","DRM11",9.31775529842731,"Low Fat",0.065749633,"Hard Drinks",261.8278,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2795","FDA43",10.895,"Low Fat",0.064776303,"Fruits and Vegetables",196.8794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2796","FDZ56",16.25,"low fat",0.043078428,"Fruits and Vegetables",169.5474,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"2797","FDI44",16.1,"Low Fat",0.100641176,"Fruits and Vegetables",77.6328,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2798","FDB50",13,"Low Fat",0.153490728,"Canned",79.1986,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2799","FDU15",7.95492224315639,"reg",0.046576823,"Meat",34.5532,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2800","NCJ19",2.06236558815162,"LF",0,"Others",56.7588,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2801","FDD48",10.395,"Low Fat",0.030133592,"Baking Goods",115.1176,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2802","NCW42",18.2,"Low Fat",0.058457925,"Household",221.4456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2803","FDL24",10.3,"Regular",0.025037414,"Baking Goods",173.6422,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"2804","NCB30",14.6,"Low Fat",0.025681604,"Household",197.7084,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2805","FDK25",11.6,"Regular",0.156701315,"Breakfast",168.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2806","FDW28",18.25,"Low Fat",0.088962349,"Frozen Foods",195.6452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2807","FDD47",7.6,"Regular",0.143216309,"Starchy Foods",171.4448,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"2808","FDK16",15.2873616043687,"Low Fat",0.20192757,"Frozen Foods",93.4094,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2809","FDW37",19.2,"Low Fat",0.124050391,"Canned",92.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2810","FDA48",12.1,"Low Fat",0.114852339,"Baking Goods",220.9114,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2811","FDA14",16.1,"Low Fat",0.065551931,"Dairy",146.476,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
"2812","FDV15",10.3,"Low Fat",0.146050812,"Meat",102.0648,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2813","FDN22",18.85,"Regular",0.1385204,"Snack Foods",252.3724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2814","NCD55",14,"Low Fat",0.024380523,"Household",41.4454,"OUT045",2002,"High","Tier 2","Supermarket Type1",17
"2815","FDY43",14.85,"Low Fat",0.098320351,"Fruits and Vegetables",167.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2816","NCU05",11.8,"Low Fat",0.059068474,"Health and Hygiene",79.9618,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"2817","FDF10",15.5,"Regular",0.156898705,"Snack Foods",147.9418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2818","FDR39",20.35,"Low Fat",0.084140646,"Meat",184.0292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2819","FDG40",13.65,"Low Fat",0.039791206,"Frozen Foods",33.4558,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2820","FDZ28",10.7085060392739,"Regular",0.090156718,"Frozen Foods",127.1678,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2821","FDE02",8.71,"LF",0.121496273,"Canned",94.0778,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2822","FDU60",20,"Regular",0.059994175,"Baking Goods",168.7132,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2823","FDM21",20.2,"Low Fat",0.064310516,"Snack Foods",257.3646,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2824","FDV52",11.6917373551822,"Regular",0.212767095,"Frozen Foods",116.7466,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2825","NCW06",16.2,"Low Fat",0.050298544,"Household",191.8162,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2826","FDX36",9.695,"Regular",0.128258986,"Baking Goods",225.3404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2827","FDT35",5.12194925350615,"Regular",0.081060928,"Breads",169.2816,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2828","NCL19",15.35,"LF",0,"Others",142.747,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"2829","NCD31",12.1,"Low Fat",0.015434464,"Household",164.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2830","FDE53",10.6686282764882,"Low Fat",0.047063689,"Frozen Foods",107.228,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2831","FDW58",17.6111343085027,"Low Fat",0.013224491,"Snack Foods",106.4622,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2832","DRF48",5.73,"Low Fat",0,"Soft Drinks",187.3898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2833","FDW57",8.31,"Regular",0.115655502,"Snack Foods",176.0028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2834","DRH13",8.575,"Low Fat",0.024021065,"Soft Drinks",106.728,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2835","FDT33",7.81,"Regular",0.033962371,"Snack Foods",167.8158,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2836","DRK47",12.0832155522998,"Low Fat",0.063754145,"Hard Drinks",226.4694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2837","FDY22",16.5,"Regular",0.267339659,"Snack Foods",143.5128,"OUT010",1998,"High","Tier 3","Grocery Store",21
"2838","FDC35",18.6670263157188,"Low Fat",0.215072945,"Starchy Foods",208.5638,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2839","FDO03",10.395,"Regular",0,"Meat",228.0352,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2840","FDF24",15.5,"Regular",0.02542192,"Baking Goods",81.3934,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2841","FDF56",16.7,"Regular",0.119948864,"Fruits and Vegetables",180.4976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2842","FDD28",10.695,"Low Fat",0.053252515,"Frozen Foods",57.2904,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2843","FDG53",11.144912595281,"Low Fat",0.04563487,"Frozen Foods",141.718,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2844","FDO27",10.5010090954199,"Regular",0.313541543,"Meat",97.6752,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2845","NCF54",18,"Low Fat",0.047570047,"Household",171.6422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2846","FDC20",18.8181339082909,"Low Fat",0.023855381,"Fruits and Vegetables",54.8272,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2847","FDU10",10.1,"Regular",0.045692023,"Snack Foods",38.3848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2848","DRA24",19.35,"Regular",0.040090887,"Soft Drinks",163.6868,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2849","FDA02",14,"Regular",0.049749638,"Dairy",144.8786,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"2850","FDG10",6.63,"Regular",0.011001175,"Snack Foods",57.0588,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12
"2851","FDW39",6.69,"Regular",0,"Meat",178.237,"OUT010",1998,"Medium","Tier 3","Grocery Store",21
"2852","FDP04",13.1567384808283,"Low Fat",0.02418438,"Frozen Foods",64.2168,"OUT019",1985,"Small","Tier 1","Grocery Store",34
"2853","NCM55",15.6,"Low Fat",0.066670606,"Others",185.2924,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2854","FDG47",12.8,"Low Fat",0.069760029,"Starchy Foods",260.5252,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2855","NCU41",18.85,"Low Fat",0.052349262,"Health and Hygiene",192.0846,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2856","NCK31",10.895,"Low Fat",0.027200767,"Others",51.6666,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2857","FDZ46",7.485,"Low Fat",0.069263905,"Snack Foods",109.6228,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2858","FDU13",13.1120321045211,"Low Fat",0.186650368,"Canned",149.1418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2859","NCF19",13,"Low Fat",0.035179934,"Household",49.8034,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17
"2860","NCJ43",6.635,"Low Fat",0.027046875,"Household",172.5396,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2861","NCJ05",18.7,"Low Fat",0.046181741,"Health and Hygiene",153.6682,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2862","FDS04",19.0861294544505,"Regular",0.145952717,"Frozen Foods",138.8838,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2863","FDX28",6.325,"Low Fat",0,"Frozen Foods",100.4042,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"2864","FDB41",18.0390908773141,"Regular",0.096841885,"Frozen Foods",46.1718,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2865","FDG53",10,"LF",0.045856934,"Frozen Foods",141.818,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2866","FDL15",17.85,"Low Fat",0.078057026,"Meat",152.8682,"OUT010",1998,"High","Tier 3","Grocery Store",21
"2867","FDQ08",15.7,"reg",0.018959784,"Fruits and Vegetables",61.0536,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2868","DRN36",15.2,"Low Fat",0.050136086,"Soft Drinks",97.0752,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2869","FDI46",9.5,"Low Fat",0.0742834,"Snack Foods",252.8724,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2870","FDG16",5.05662115814039,"Low Fat",0.089381866,"Frozen Foods",214.2192,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2871","FDV32",7.785,"Low Fat",0.088634567,"Fruits and Vegetables",62.651,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2872","FDF44",7.17,"Regular",0.099972466,"Fruits and Vegetables",132.4968,"OUT010",1998,"Small","Tier 3","Grocery Store",21
"2873","FDK04",7.36,"Low Fat",0.052525131,"Frozen Foods",56.4588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2874","NCA41",16.75,"Low Fat",0.032559591,"Health and Hygiene",193.3162,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2875","FDD51",11.15,"Low Fat",0.120631213,"Dairy",43.9744,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2876","NCZ53",9.6,"Low Fat",0.024526806,"Health and Hygiene",188.5214,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2877","FDP01",14.8476774229976,"Regular",0.063019289,"Breakfast",151.7682,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2878","FDY25",12,"Low Fat",0,"Canned",181.3976,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2879","FDB17",13.15,"Low Fat",0.036821494,"Frozen Foods",179.8976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2880","NCV54",11.1,"Low Fat",0.033243813,"Household",119.3124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2881","FDJ32",10.695,"Low Fat",0.05811924,"Fruits and Vegetables",63.0536,"OUT017",2007,"Small","Tier 2","Supermarket Type1",12
"2882","FDA37",7.81,"Regular",0.055312618,"Canned",124.7046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2883","FDG35",21.2,"Regular",0.007039648,"Starchy Foods",172.4738,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15
"2884","NCM05",6.825,"Low Fat",0.060090767,"Health and Hygiene",266.3226,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10
"2885","FDG45",8.1,"Low Fat",0,"Fruits and Vegetables",212.9902,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2886","FDH28",15.85,"Regular",0.109939432,"Frozen Foods",39.2506,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2887","NCE18",10,"Low Fat",0,"Household",248.675,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2888","FDH38",6.425,"Low Fat",0.010459399,"Canned",117.6808,"OUT045",2002,"Small","Tier 2","Supermarket Type1",17
"2889","FDR56",15.5,"Regular",0.100681984,"Fruits and Vegetables",198.3768,"OUT013",1987,"High","Tier 3","Supermarket Type1",32
"2890","FDH17",15.1026013369062,"Regular",0.016572696,"Frozen Foods",96.2726,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34
"2891","FDD39",16.7,"Low Fat",0.070263971,"Dairy",218.385,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2892","FDB41",19,"Regular",0.097464425,"Frozen Foods",47.7718,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20
"2893","NCR53",12.15,"Low Fat",0.14504086,"Health and Hygiene",224.4404,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22
"2894","FDX46",12.3,"Regular",0.05844549,"Snack Foods",57.8562,"OUT017",2007,"High","Tier 2","Supermarket Type1",12
