"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Item_Outlet_Sales"
"2761","FDX44",12.5,"Low Fat",0.075228873,"Fruits and Vegetables",90.0172,"OUT019",1985,"Small","Tier 1","Grocery Store",34,266.898313425483
"2762","NCL06",14.65,"Low Fat",0.072474272,"Household",261.4594,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3694.53857242352
"2763","FDJ28",12.3,"Low Fat",0.021905319,"Frozen Foods",190.4162,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2904.4551184958
"2764","FDX55",15.1,"Low Fat",0.05529173,"Fruits and Vegetables",218.7166,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3454.82585484771
"2765","NCK17",11,"Low Fat",0.038049213,"Health and Hygiene",40.548,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,622.553511976263
"2766","FDH52",9.42,"Regular",0.0438948,"Frozen Foods",62.2194,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1065.30499273041
"2767","FDN13",12.5,"Low Fat",0.151321932,"Breakfast",100.7358,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2630.66088158349
"2768","FDK44",16.6,"Low Fat",0.122725386,"Fruits and Vegetables",171.7738,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2608.97973633925
"2769","FDU16",19.25,"Regular",0.058275104,"Frozen Foods",82.1908,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1520.72532132505
"2770","FDZ07",15.1,"Regular",0.094422403,"Fruits and Vegetables",59.9194,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,935.14466262014
"2771","NCN06",12.5,"Low Fat",0.119913753,"Household",164.5868,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4155.55454145858
"2772","FDH02",7.27,"Regular",0.034783374,"Canned",90.5488,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,193.692424637011
"2773","NCW18",15.1,"Low Fat",0,"Household",235.5248,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3284.35612186864
"2774","FDH57",10.895,"Low Fat",0.035717774,"Fruits and Vegetables",129.9284,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2205.46745399193
"2775","FDV35",19.5,"Low Fat",0.128466007,"Breads",155.2314,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2698.40416482125
"2776","NCU29",7.685,"Low Fat",0.025456246,"Health and Hygiene",144.876,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2727.99895256147
"2777","NCP02",7.105,"Low Fat",0.044808762,"Household",58.7562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1032.52694826806
"2778","FDN44",13.15,"Low Fat",0.022776641,"Fruits and Vegetables",160.892,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2823.96802973997
"2779","FDX03",15.85,"Regular",0.061344855,"Meat",44.2744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,616.349387974228
"2780","FDR11",10.5,"Regular",0.19308623,"Breads",158.5578,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,449.390896304914
"2781","FDA36",5.985,"Low Fat",0.005666384,"Baking Goods",184.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2975.64069613456
"2782","FDP58",12.5,"Low Fat",0.134487886,"Snack Foods",217.3482,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4843.38569616111
"2783","FDH31",12,"Regular",0.02045255,"Meat",97.5042,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1453.40166673006
"2784","FDH34",8.63,"Low Fat",0.031089367,"Snack Foods",187.1582,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2885.91506208229
"2785","FDS13",6.465,"Low Fat",0.124482575,"Canned",263.5884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3708.16960305269
"2786","FDT01",13.65,"Regular",0,"Canned",212.7902,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2923.2788213588
"2787","FDY09",15.6,"Low Fat",0.025239329,"Snack Foods",176.2054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2964.23246228036
"2788","FDV33",12.5,"Regular",0.027211198,"Snack Foods",257.5304,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5525.45923124089
"2789","NCW29",14,"Low Fat",0.048310673,"Health and Hygiene",128.431,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,307.28246138247
"2790","NCN17",11,"Low Fat",0,"Health and Hygiene",100.6358,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1609.22092447431
"2791","FDX01",10.1,"Low Fat",0.024164336,"Canned",117.715,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2033.47805032175
"2792","FDL03",19.25,"Regular",0,"Meat",196.211,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2911.86835745452
"2793","DRL59",16.75,"Low Fat",0.021257124,"Hard Drinks",54.5298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,872.5127946373
"2794","DRM11",12.5,"Low Fat",0.065749633,"Hard Drinks",261.8278,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4804.30340130592
"2795","FDA43",10.895,"Low Fat",0.064776303,"Fruits and Vegetables",196.8794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3285.72580191427
"2796","FDZ56",16.25,"Low Fat",0.043078428,"Fruits and Vegetables",169.5474,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,457.474299469693
"2797","FDI44",16.1,"Low Fat",0.100641176,"Fruits and Vegetables",77.6328,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,964.254315133019
"2798","FDB50",13,"Low Fat",0.153490728,"Canned",79.1986,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1287.50931752385
"2799","FDU15",12.5,"Regular",0.046576823,"Meat",34.5532,"OUT019",1985,"Small","Tier 1","Grocery Store",34,169.470983120886
"2800","NCJ19",12.5,"Low Fat",0,"Others",56.7588,"OUT019",1985,"Small","Tier 1","Grocery Store",34,204.441963964504
"2801","FDD48",10.395,"Low Fat",0.030133592,"Baking Goods",115.1176,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2160.21142142457
"2802","NCW42",18.2,"Low Fat",0.058457925,"Household",221.4456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3189.43733617226
"2803","FDL24",10.3,"Regular",0.025037414,"Baking Goods",173.6422,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3060.91758172684
"2804","NCB30",14.6,"Low Fat",0.025681604,"Household",197.7084,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3085.998904053
"2805","FDK25",11.6,"Regular",0.156701315,"Breakfast",168.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2501.170302764
"2806","FDW28",18.25,"Low Fat",0.088962349,"Frozen Foods",195.6452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2979.20339864213
"2807","FDD47",7.6,"Regular",0.143216309,"Starchy Foods",171.4448,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3488.05443352788
"2808","FDK16",12.5,"Low Fat",0.19308623,"Frozen Foods",93.4094,"OUT019",1985,"Small","Tier 1","Grocery Store",34,266.88273270289
"2809","FDW37",19.2,"Low Fat",0.124050391,"Canned",92.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1628.17638972196
"2810","FDA48",12.1,"Low Fat",0.114852339,"Baking Goods",220.9114,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3664.97320181154
"2811","FDA14",16.1,"Low Fat",0.065551931,"Dairy",146.476,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2403.97902132855
"2812","FDV15",10.3,"Low Fat",0.146050812,"Meat",102.0648,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1628.36481063428
"2813","FDN22",18.85,"Regular",0.1385204,"Snack Foods",252.3724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4129.57829605762
"2814","NCD55",14,"Low Fat",0.024380523,"Household",41.4454,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,712.838096597634
"2815","FDY43",14.85,"Low Fat",0.098320351,"Fruits and Vegetables",167.9474,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2574.6577323036
"2816","NCU05",11.8,"Low Fat",0.059068474,"Health and Hygiene",79.9618,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1427.4719460726
"2817","FDF10",15.5,"Regular",0.156898705,"Snack Foods",147.9418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2888.90485180309
"2818","FDR39",20.35,"Low Fat",0.084140646,"Meat",184.0292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2561.49904542451
"2819","FDG40",13.65,"Low Fat",0.039791206,"Frozen Foods",33.4558,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,625.712836906725
"2820","FDZ28",12.5,"Regular",0.090156718,"Frozen Foods",127.1678,"OUT019",1985,"Small","Tier 1","Grocery Store",34,305.449574829627
"2821","FDE02",8.71,"Low Fat",0.121496273,"Canned",94.0778,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1472.15492024033
"2822","FDU60",20,"Regular",0.059994175,"Baking Goods",168.7132,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3355.99259997988
"2823","FDM21",20.2,"Low Fat",0.064310516,"Snack Foods",257.3646,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3513.73269819568
"2824","FDV52",12.5,"Regular",0.19308623,"Frozen Foods",116.7466,"OUT019",1985,"Small","Tier 1","Grocery Store",34,312.639023433652
"2825","NCW06",16.2,"Low Fat",0.050298544,"Household",191.8162,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2945.36460426337
"2826","FDX36",9.695,"Regular",0.128258986,"Baking Goods",225.3404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3797.42890106763
"2827","FDT35",12.5,"Regular",0.081060928,"Breads",169.2816,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4092.09492183483
"2828","NCL19",15.35,"Low Fat",0,"Others",142.747,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,297.590303999668
"2829","NCD31",12.1,"Low Fat",0.015434464,"Household",164.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2747.56764458663
"2830","FDE53",12.5,"Low Fat",0.047063689,"Frozen Foods",107.228,"OUT019",1985,"Small","Tier 1","Grocery Store",34,262.996128912176
"2831","FDW58",12.5,"Low Fat",0.013224491,"Snack Foods",106.4622,"OUT019",1985,"Small","Tier 1","Grocery Store",34,327.416311134838
"2832","DRF48",5.73,"Low Fat",0,"Soft Drinks",187.3898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2612.10074050547
"2833","FDW57",8.31,"Regular",0.115655502,"Snack Foods",176.0028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3274.28874469618
"2834","DRH13",8.575,"Low Fat",0.024021065,"Soft Drinks",106.728,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1638.68425666219
"2835","FDT33",7.81,"Regular",0.033962371,"Snack Foods",167.8158,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2767.59461410206
"2836","DRK47",12.5,"Low Fat",0.063754145,"Hard Drinks",226.4694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4595.75876469421
"2837","FDY22",16.5,"Regular",0.19308623,"Snack Foods",143.5128,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,323.730978141559
"2838","FDC35",12.5,"Low Fat",0.19308623,"Starchy Foods",208.5638,"OUT019",1985,"Small","Tier 1","Grocery Store",34,605.852053125122
"2839","FDO03",10.395,"Regular",0,"Meat",228.0352,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3904.45382311607
"2840","FDF24",15.5,"Regular",0.02542192,"Baking Goods",81.3934,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1256.98690983623
"2841","FDF56",16.7,"Regular",0.119948864,"Fruits and Vegetables",180.4976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2577.35198153512
"2842","FDD28",10.695,"Low Fat",0.053252515,"Frozen Foods",57.2904,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,767.929898919766
"2843","FDG53",12.5,"Low Fat",0.04563487,"Frozen Foods",141.718,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3021.27116049881
"2844","FDO27",12.5,"Regular",0.19308623,"Meat",97.6752,"OUT019",1985,"Small","Tier 1","Grocery Store",34,282.889957370901
"2845","NCF54",18,"Low Fat",0.047570047,"Household",171.6422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2854.70464756641
"2846","FDC20",12.5,"Low Fat",0.023855381,"Fruits and Vegetables",54.8272,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2058.53857892903
"2847","FDU10",10.1,"Regular",0.045692023,"Snack Foods",38.3848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,897.156509566386
"2848","DRA24",19.35,"Regular",0.040090887,"Soft Drinks",163.6868,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2485.09378909411
"2849","FDA02",14,"Regular",0.049749638,"Dairy",144.8786,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,355.519389110539
"2850","FDG10",6.63,"Regular",0.011001175,"Snack Foods",57.0588,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,776.400441680697
"2851","FDW39",6.69,"Regular",0,"Meat",178.237,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,618.772282135652
"2852","FDP04",12.5,"Low Fat",0.02418438,"Frozen Foods",64.2168,"OUT019",1985,"Small","Tier 1","Grocery Store",34,193.121705880026
"2853","NCM55",15.6,"Low Fat",0.066670606,"Others",185.2924,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3161.44635024572
"2854","FDG47",12.8,"Low Fat",0.069760029,"Starchy Foods",260.5252,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,4028.23819212507
"2855","NCU41",18.85,"Low Fat",0.052349262,"Health and Hygiene",192.0846,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2912.26663592051
"2856","NCK31",10.895,"Low Fat",0.027200767,"Others",51.6666,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,866.79851306175
"2857","FDZ46",7.485,"Low Fat",0.069263905,"Snack Foods",109.6228,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1549.98326207056
"2858","FDU13",12.5,"Low Fat",0.186650368,"Canned",149.1418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3758.14743826899
"2859","NCF19",13,"Low Fat",0.035179934,"Household",49.8034,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,773.036721625954
"2860","NCJ43",6.635,"Low Fat",0.027046875,"Household",172.5396,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2899.23183158123
"2861","NCJ05",18.7,"Low Fat",0.046181741,"Health and Hygiene",153.6682,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2506.59867086065
"2862","FDS04",12.5,"Regular",0.145952717,"Frozen Foods",138.8838,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3146.78120469734
"2863","FDX28",6.325,"Low Fat",0,"Frozen Foods",100.4042,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,217.527954593027
"2864","FDB41",12.5,"Regular",0.096841885,"Frozen Foods",46.1718,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,1533.56384523686
"2865","FDG53",10,"Low Fat",0.045856934,"Frozen Foods",141.818,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2094.13214768323
"2866","FDL15",17.85,"Low Fat",0.078057026,"Meat",152.8682,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,397.192167083013
"2867","FDQ08",15.7,"Regular",0.018959784,"Fruits and Vegetables",61.0536,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1139.13519543817
"2868","DRN36",15.2,"Low Fat",0.050136086,"Soft Drinks",97.0752,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1478.18567334541
"2869","FDI46",9.5,"Low Fat",0.0742834,"Snack Foods",252.8724,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4318.35686775035
"2870","FDG16",12.5,"Low Fat",0.089381866,"Frozen Foods",214.2192,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5478.6323288887
"2871","FDV32",7.785,"Low Fat",0.088634567,"Fruits and Vegetables",62.651,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,927.048743494382
"2872","FDF44",7.17,"Regular",0.099972466,"Fruits and Vegetables",132.4968,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,228.477799270075
"2873","FDK04",7.36,"Low Fat",0.052525131,"Frozen Foods",56.4588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,749.192206662621
"2874","NCA41",16.75,"Low Fat",0.032559591,"Health and Hygiene",193.3162,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2817.24154944419
"2875","FDD51",11.15,"Low Fat",0.120631213,"Dairy",43.9744,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,612.910423144068
"2876","NCZ53",9.6,"Low Fat",0.024526806,"Health and Hygiene",188.5214,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2814.54810772134
"2877","FDP01",12.5,"Regular",0.063019289,"Breakfast",151.7682,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3913.09049607484
"2878","FDY25",12,"Low Fat",0,"Canned",181.3976,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2845.06108454526
"2879","FDB17",13.15,"Low Fat",0.036821494,"Frozen Foods",179.8976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2331.84616790917
"2880","NCV54",11.1,"Low Fat",0.033243813,"Household",119.3124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1632.36863651056
"2881","FDJ32",10.695,"Low Fat",0.05811924,"Fruits and Vegetables",63.0536,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,996.30832253145
"2882","FDA37",7.81,"Regular",0.055312618,"Canned",124.7046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1918.27093242315
"2883","FDG35",21.2,"Regular",0.007039648,"Starchy Foods",172.4738,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3759.09726590669
"2884","NCM05",6.825,"Low Fat",0.060090767,"Health and Hygiene",266.3226,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,4009.97521771583
"2885","FDG45",8.1,"Low Fat",0,"Fruits and Vegetables",212.9902,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3224.78300366376
"2886","FDH28",15.85,"Regular",0.109939432,"Frozen Foods",39.2506,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,665.431776371462
"2887","NCE18",10,"Low Fat",0,"Household",248.675,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3847.21772907928
"2888","FDH38",6.425,"Low Fat",0.010459399,"Canned",117.6808,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1968.30948627238
"2889","FDR56",15.5,"Regular",0.100681984,"Fruits and Vegetables",198.3768,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2810.11941927006
"2890","FDH17",12.5,"Regular",0.016572696,"Frozen Foods",96.2726,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2571.45638940177
"2891","FDD39",16.7,"Low Fat",0.070263971,"Dairy",218.385,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3099.73493011843
"2892","FDB41",19,"Regular",0.097464425,"Frozen Foods",47.7718,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,986.849062560453
"2893","NCR53",12.15,"Low Fat",0.14504086,"Health and Hygiene",224.4404,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3621.04148935146
"2894","FDX46",12.3,"Regular",0.05844549,"Snack Foods",57.8562,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,887.405728891542
"2895","FDV28",16.1,"Regular",0,"Frozen Foods",35.6558,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,710.58559465423
"2896","FDA08",11.85,"Regular",0.050289178,"Fruits and Vegetables",165.4526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2249.54739467444
"2897","FDH45",15.1,"Regular",0.106264528,"Fruits and Vegetables",42.3796,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,747.525994112786
"2898","NCS38",8.6,"Low Fat",0.150961966,"Household",114.1176,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,263.360486457794
"2899","FDD40",20.25,"Regular",0.024761046,"Dairy",193.5162,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,577.68850644882
"2900","DRM59",5.88,"Low Fat",0.003591414,"Hard Drinks",153.3998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2287.14696851742
"2901","NCJ43",6.635,"Low Fat",0,"Household",175.2396,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2901.32436511784
"2902","NCN29",15.2,"Low Fat",0,"Health and Hygiene",50.1034,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,801.534874299879
"2903","NCC19",6.57,"Low Fat",0.097077051,"Household",191.682,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2862.90516112791
"2904","FDR56",15.5,"Regular",0.100746785,"Fruits and Vegetables",196.7768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3111.73706487006
"2905","FDZ43",11,"Regular",0.057147256,"Fruits and Vegetables",242.2512,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3653.70229952174
"2906","FDJ32",10.695,"Low Fat",0.096732533,"Fruits and Vegetables",62.4536,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,185.736364026535
"2907","DRH03",17.25,"Low Fat",0.035262656,"Dairy",92.412,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1376.77719035225
